SMILES	name	PUBCHEM_COMPOUND_CID	PUBCHEM_COMPOUND_CANONICALIZED	PUBCHEM_CACTVS_COMPLEXITY	PUBCHEM_CACTVS_HBOND_ACCEPTOR	PUBCHEM_CACTVS_HBOND_DONOR	PUBCHEM_CACTVS_ROTATABLE_BOND	PUBCHEM_CACTVS_SUBSKEYS	PUBCHEM_IUPAC_OPENEYE_NAME	PUBCHEM_IUPAC_CAS_NAME	PUBCHEM_IUPAC_NAME	PUBCHEM_IUPAC_SYSTEMATIC_NAME	PUBCHEM_IUPAC_TRADITIONAL_NAME	PUBCHEM_IUPAC_INCHI	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_XLOGP3	PUBCHEM_EXACT_MASS	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT	PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_OPENEYE_ISO_SMILES	PUBCHEM_CACTVS_TPSA	PUBCHEM_MONOISOTOPIC_WEIGHT	PUBCHEM_TOTAL_CHARGE	PUBCHEM_HEAVY_ATOM_COUNT	PUBCHEM_ATOM_DEF_STEREO_COUNT	PUBCHEM_ATOM_UDEF_STEREO_COUNT	PUBCHEM_BOND_DEF_STEREO_COUNT	PUBCHEM_BOND_UDEF_STEREO_COUNT	PUBCHEM_ISOTOPIC_ATOM_COUNT	PUBCHEM_COMPONENT_COUNT	PUBCHEM_CACTVS_TAUTO_COUNT	PUBCHEM_COORDINATE_TYPE	PUBCHEM_BONDANNOTATIONS
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	985	985	1	178	2	1	14	AAADcfB4MAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyKCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	"palmitic acid"	"hexadecanoic acid"	"hexadecanoic acid"	"hexadecanoic acid"	"palmitic acid"	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	IPCSVZSSVZVIGE-UHFFFAOYSA-N	6.4	256.24	C16H32O2	256.43	CCCCCCCCCCCCCCCC(=O)O	CCCCCCCCCCCCCCCC(=O)O	37.3	256.24	0	18	0	1	0	0	0	1	-1	"1\n5\n255"	"14  41  3"
[H]C1=NC([H])=C([H])C([H])=C1[H]	1049	1049	1	30.9	1	0	0	AAADcYBiAAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAABgAAAHAAAAAAACADBEgQ8gJIIEACgADBnRACCgCAxAiAI2CA4ZJgIIOLAkZGEIAhggADIyAYQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==	pyridine	pyridine	pyridine	pyridine	pyridine	InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H	JUJWROOIHBZHMG-UHFFFAOYSA-N	0.7	79.042	C5H5N	79.102	C1=CC=NC=C1	C1=CC=NC=C1	12.9	79.042	0	6	0	0	0	0	0	1	-1	"1\n5\n255"	"1  5  8\n1  6  8\n2  3  8\n2  4  8\n3  5  8\n4  6  8"
[H]C1=C([H])N(C([H])=N1)C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H]	44341461	44341461	1	227	3	0	6	AAADceBzIAAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABwAAAHgAAAAAACAzhkgY/1pcMFACgADRnZACCiC0xMqAJyAAefIiMbmLEuZuWOCjuwBPI6CewQAAAAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==	3-(4-imidazol-1-ylphenoxy)-~{N},~{N}-dimethyl-propan-1-amine	3-[4-(1-imidazolyl)phenoxy]-~{N},~{N}-dimethyl-1-propanamine	3-(4-imidazol-1-ylphenoxy)-~{N},~{N}-dimethylpropan-1-amine	3-(4-imidazol-1-ylphenoxy)-~{N},~{N}-dimethyl-propan-1-amine	3-(4-imidazol-1-ylphenoxy)propyl-dimethyl-amine	InChI=1S/C14H19N3O/c1-16(2)9-3-11-18-14-6-4-13(5-7-14)17-10-8-15-12-17/h4-8,10,12H,3,9,11H2,1-2H3	QEYKJWXDJGDHTK-UHFFFAOYSA-N		245.153	C14H19N3O	245.326	CN(C)CCCOC1=CC=C(C=C1)N2C=CN=C2	CN(C)CCCOC1=CC=C(C=C1)N2C=CN=C2	30.3	245.153	0	18	0	0	0	0	0	1	-1	"1\n5\n255"	"11  14  8\n11  15  8\n12  14  8\n13  15  8\n16  18  8\n3  16  8\n3  17  8\n4  17  8\n4  18  8\n8  12  8\n8  13  8"	2
[H]C1=NN(C(=C1[H])N(C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H]	44346781	44346781	1	505	4	0	6	AAADceB7MABAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAAB0AAAHAQIQAAADAjBWgQ/8ZIIAAKiAjZnZHDSBDMhggAdmDg4ZJiIIOLA2dGEpAhoiALIyCcQgAAOEAAAAAAAAAAgAAAAAAAAAAAAAAAAAA==	4-methyl-~{N}-(2-phenylpyrazol-3-yl)-~{N}-propyl-benzenesulfonamide	4-methyl-~{N}-(2-phenyl-3-pyrazolyl)-~{N}-propylbenzenesulfonamide	4-methyl-~{N}-(2-phenylpyrazol-3-yl)-~{N}-propylbenzenesulfonamide	4-methyl-~{N}-(2-phenylpyrazol-3-yl)-~{N}-propyl-benzenesulfonamide	4-methyl-~{N}-(2-phenylpyrazol-3-yl)-~{N}-propyl-benzenesulfonamide	InChI=1S/C19H21N3O2S/c1-3-15-21(25(23,24)18-11-9-16(2)10-12-18)19-13-14-20-22(19)17-7-5-4-6-8-17/h4-14H,3,15H2,1-2H3	MFVUNOMUMRZZRS-UHFFFAOYSA-N		355.135	C19H21N3O2S	355.456	CCCN(C1=CC=NN1C2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)C	CCCN(C1=CC=NN1C2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)C	63.6	355.135	0	25	0	0	0	0	0	1	-1	"1\n5\n255"	"10  14  8\n10  15  8\n11  16  8\n12  20  8\n12  21  8\n14  18  8\n15  19  8\n17  18  8\n17  19  8\n20  23  8\n21  24  8\n23  25  8\n24  25  8\n5  6  8\n5  8  8\n6  16  8\n8  11  8"	4.2
[H]OC(C(=O)N([H])C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)C1=C([H])C([H])=NC([H])=C1[H])(C([H])([H])[H])C(F)(F)F	44361142	44361142	1	577	8	2	4	AAADccBzOYBAAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHwQQCAAADEzB0hQ+wZLIEgqoADV3VHLCgCAxCjAI2Dl4ZJgKIGLgkZGEIAxglAD4yAcQAAAAAAQAAAAAAAAACAAAAAAAAAAAAAAAAA==	(2~{S})-3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-[4-(4-pyridylsulfonyl)phenyl]propanamide	(2~{S})-3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(4-pyridin-4-ylsulfonylphenyl)propanamide	(2~{S})-3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(4-pyridin-4-ylsulfonylphenyl)propanamide	(2~{S})-3,3,3-tris(fluoranyl)-2-methyl-2-oxidanyl-~{N}-(4-pyridin-4-ylsulfonylphenyl)propanamide	(2~{S})-3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-[4-(4-pyridylsulfonyl)phenyl]propionamide	InChI=1S/C15H13F3N2O4S/c1-14(22,15(16,17)18)13(21)20-10-2-4-11(5-3-10)25(23,24)12-6-8-19-9-7-12/h2-9,22H,1H3,(H,20,21)/t14-/m0/s1	GNVWYNKNTYVESS-AWEZNQCLSA-N		374.055	C15H13F3N2O4S	374.334	CC(C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=NC=C2)(C(F)(F)F)O	C[C@](C(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=NC=C2)(C(F)(F)F)O	105	374.055	0	25	1	0	0	0	0	1	-1	"1\n5\n255"	"10  24  8\n10  25  8\n12  17  8\n12  18  8\n14  19  8\n14  20  8\n17  19  8\n18  20  8\n21  22  8\n21  23  8\n22  24  8\n23  25  8\n11  5  6"	1.5
[H]OC(C(=O)N([H])C1=C([H])C2=C(C([H])=C1[H])S(=O)(=O)N(C2=O)C([H])([H])[H])(C([H])([H])[H])C(F)(F)F	44361253	44361253	1	630	8	2	2	AAADccBzOYBAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgBAAAAHwQQSAAADEyB2BQywYLAAgKIAiVSUHLCABAlAgAIiBlIZMgKIDLAlZGEIQhglgDYyYcciACOAAQAQAAEAAAACACAAAgAAAAAAAAAAA==	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(2-methyl-1,1,3-trioxo-1,2-benzothiazol-5-yl)propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(2-methyl-1,1,3-trioxo-1,2-benzothiazol-5-yl)propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(2-methyl-1,1,3-trioxo-1,2-benzothiazol-5-yl)propanamide	3,3,3-tris(fluoranyl)-2-methyl-~{N}-[2-methyl-1,1,3-tris(oxidanylidene)-1,2-benzothiazol-5-yl]-2-oxidanyl-propanamide	3,3,3-trifluoro-2-hydroxy-2-methyl-~{N}-(1,1,3-triketo-2-methyl-1,2-benzothiazol-5-yl)propionamide	InChI=1S/C12H11F3N2O5S/c1-11(20,12(13,14)15)10(19)16-6-3-4-8-7(5-6)9(18)17(2)23(8,21)22/h3-5,20H,1-2H3,(H,16,19)	LVDYWJPJWFKSDK-UHFFFAOYSA-N		352.034	C12H11F3N2O5S	352.284	CC(C(=O)NC1=CC2=C(C=C1)S(=O)(=O)N(C2=O)C)(C(F)(F)F)O	CC(C(=O)NC1=CC2=C(C=C1)S(=O)(=O)N(C2=O)C)(C(F)(F)F)O	112	352.034	0	23	0	1	0	0	0	1	-1	"1\n5\n255"	"12  13  8\n12  18  8\n13  15  8\n15  16  8\n16  19  8\n17  23  3\n18  19  8"	0.4
[H]N1N=C(C(=C1C(F)(F)F)[N+]([O-])=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)C(F)(F)F	44379806	44379806	1	528	12	1	1	AAADcYBzMcAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABwAAAHQAcAAAADAiBHhAwwJBzQACjAyRiQwCSBAAgEAA4uSAgVJoIYKKA0dGApABgiIAIyAcQgMAOwAACAAAQAACAAAQAACAAAAAAAAAAAA==	3-[2,4-bis(trifluoromethyl)phenyl]-4-nitro-5-(trifluoromethyl)-1~{H}-pyrazole	3-[2,4-bis(trifluoromethyl)phenyl]-4-nitro-5-(trifluoromethyl)-1~{H}-pyrazole	3-[2,4-bis(trifluoromethyl)phenyl]-4-nitro-5-(trifluoromethyl)-1~{H}-pyrazole	3-[2,4-bis(trifluoromethyl)phenyl]-4-nitro-5-(trifluoromethyl)-1~{H}-pyrazole	3-[2,4-bis(trifluoromethyl)phenyl]-4-nitro-5-(trifluoromethyl)-1~{H}-pyrazole	InChI=1S/C12H4F9N3O2/c13-10(14,15)4-1-2-5(6(3-4)11(16,17)18)7-8(24(25)26)9(23-22-7)12(19,20)21/h1-3H,(H,22,23)	ARFDJSCHMDHMGC-UHFFFAOYSA-N		393.016	C12H4F9N3O2	393.169	C1=CC(=C(C=C1C(F)(F)F)C(F)(F)F)C2=NNC(=C2[N+](=O)[O-])C(F)(F)F	C1=CC(=C(C=C1C(F)(F)F)C(F)(F)F)C2=NNC(=C2[N+](=O)[O-])C(F)(F)F	74.5	393.016	0	26	0	0	0	0	0	1	-1	"1\n5\n255"	"12  13  8\n12  19  8\n13  16  8\n15  17  8\n15  20  8\n16  18  8\n17  21  8\n18  19  8\n20  23  8\n21  22  8\n22  23  8"	4.4
[H]N(C1=C([H])C2=C(C([H])=C1[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])S(=O)(=O)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	44425701	44425701	1	523	4	1	6	AAADceB7MABAAAAAAAAAAAAAAAAAAAAAAAAwYAAABYAAAAABQAAAHAQQQAAADAjBWAQywYNAAAKAAiRCQHDCABAgAgAIiBgIZIgIICKAkZGEIABgkACIyAcQgIAOmAAAQAAQAAAwAACAACAAAAAAAAAAAA==	4-butyl-~{N}-(3-methyl-1,2,4,5-tetrahydro-3-benzazepin-7-yl)benzenesulfonamide	4-butyl-~{N}-(3-methyl-1,2,4,5-tetrahydro-3-benzazepin-7-yl)benzenesulfonamide	4-butyl-~{N}-(3-methyl-1,2,4,5-tetrahydro-3-benzazepin-7-yl)benzenesulfonamide	4-butyl-~{N}-(3-methyl-1,2,4,5-tetrahydro-3-benzazepin-7-yl)benzenesulfonamide	4-butyl-~{N}-(3-methyl-1,2,4,5-tetrahydro-3-benzazepin-7-yl)benzenesulfonamide	InChI=1S/C21H28N2O2S/c1-3-4-5-17-6-10-21(11-7-17)26(24,25)22-20-9-8-18-12-14-23(2)15-13-19(18)16-20/h6-11,16,22H,3-5,12-15H2,1-2H3	GGAQZJOAVWSKSS-UHFFFAOYSA-N		372.187	C21H28N2O2S	372.527	CCCCC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(CCN(CC3)C)C=C2	CCCCC1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(CCN(CC3)C)C=C2	57.8	372.187	0	26	0	0	0	0	0	1	-1	"1\n5\n255"	"10  11  8\n10  12  8\n11  13  8\n12  14  8\n13  16  8\n14  16  8\n17  21  8\n17  22  8\n19  24  8\n19  25  8\n21  24  8\n22  25  8"	4.7
[H]OC1(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])N(C(=O)OC2(C([H])([H])C2([H])[H])[C@]2([H])N([C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)C2=C([H])C([H])=C(Cl)C([H])=C2[H])C([H])([H])C1([H])[H]	44435379	44435379	1	806	6	1	8	AAADcfB7OABEAAAAAAAAAAAAGAAAAWAAAAA8QAAAAAAAAAABAAAAHgYASAAADG7B0CQyCYMABgKIACBCGHBCABAgBQAIiBgIAogKICKBkxCNYAAmhgCYiAeQwOAOAAIAAAAAAAAABAAAAAAAAAAAAAAAAA==	"[1-[(2~{R},6~{R})-1-(4-chlorophenyl)sulfonyl-6-ethyl-2-piperidyl]cyclopropyl] 3-hydroxy-3-propyl-pyrrolidine-1-carboxylate"	"3-hydroxy-3-propyl-1-pyrrolidinecarboxylic acid [1-[(2~{R},6~{R})-1-(4-chlorophenyl)sulfonyl-6-ethyl-2-piperidinyl]cyclopropyl] ester"	"[1-[(2~{R},6~{R})-1-(4-chlorophenyl)sulfonyl-6-ethylpiperidin-2-yl]cyclopropyl] 3-hydroxy-3-propylpyrrolidine-1-carboxylate"	"[1-[(2~{R},6~{R})-1-(4-chlorophenyl)sulfonyl-6-ethyl-piperidin-2-yl]cyclopropyl] 3-oxidanyl-3-propyl-pyrrolidine-1-carboxylate"	"3-hydroxy-3-propyl-pyrrolidine-1-carboxylic acid [1-[(2~{R},6~{R})-1-(4-chlorophenyl)sulfonyl-6-ethyl-2-piperidyl]cyclopropyl] ester"	InChI=1S/C24H35ClN2O5S/c1-3-12-23(29)15-16-26(17-23)22(28)32-24(13-14-24)21-7-5-6-19(4-2)27(21)33(30,31)20-10-8-18(25)9-11-20/h8-11,19,21,29H,3-7,12-17H2,1-2H3/t19-,21-,23?/m1/s1	FOLUGZSGXXYTEH-CKALXEAQSA-N		498.196	C24H35ClN2O5S	499.063	CCCC1(CCN(C1)C(=O)OC2(CC2)C3CCCC(N3S(=O)(=O)C4=CC=C(C=C4)Cl)CC)O	CCCC1(CCN(C1)C(=O)OC2(CC2)[C@H]3CCC[C@H](N3S(=O)(=O)C4=CC=C(C=C4)Cl)CC)O	95.5	498.196	0	33	2	1	0	0	0	1	-1	"1\n5\n255"	"11  34  6\n15  18  5\n22  27  8\n22  28  8\n27  30  8\n28  31  8\n30  33  8\n31  33  8\n20  7  3"	4.4
[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])=C4C([H])=C(C5=C([H])C([H])=C([H])C([H])=C5[H])C([H])([H])C([H])([H])[C@]4(C([H])=C([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H]	44441860	44441860	1	666	1	1	2	AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwYIEAAAAAAGCBAAAAGgAACAAADxSgmAIyAIAAAgCAAiBCAAACAAAgAAAIiAAAAIgIMCKAERCAYAAkgAAIiAeAwPAPgAAAAAAAAACAAAQAACAAAIAADAAAAA==	(8~{R},9~{S},10~{S},13~{S},14~{S},17~{S})-13-methyl-3-phenyl-10-vinyl-2,7,8,9,11,12,14,15,16,17-decahydro-1~{H}-cyclopenta[a]phenanthren-17-ol	(8~{R},9~{S},10~{S},13~{S},14~{S},17~{S})-10-ethenyl-13-methyl-3-phenyl-2,7,8,9,11,12,14,15,16,17-decahydro-1~{H}-cyclopenta[a]phenanthren-17-ol	(8~{R},9~{S},10~{S},13~{S},14~{S},17~{S})-10-ethenyl-13-methyl-3-phenyl-2,7,8,9,11,12,14,15,16,17-decahydro-1~{H}-cyclopenta[a]phenanthren-17-ol	(8~{R},9~{S},10~{S},13~{S},14~{S},17~{S})-10-ethenyl-13-methyl-3-phenyl-2,7,8,9,11,12,14,15,16,17-decahydro-1~{H}-cyclopenta[a]phenanthren-17-ol	(8~{R},9~{S},10~{S},13~{S},14~{S},17~{S})-13-methyl-3-phenyl-10-vinyl-2,7,8,9,11,12,14,15,16,17-decahydro-1~{H}-cyclopenta[a]phenanthren-17-ol	InChI=1S/C26H32O/c1-3-26-16-13-19(18-7-5-4-6-8-18)17-20(26)9-10-21-22-11-12-24(27)25(22,2)15-14-23(21)26/h3-9,17,21-24,27H,1,10-16H2,2H3/t21-,22-,23-,24-,25-,26-/m0/s1	NUZBYJNMAHLREU-FRSCJGFNSA-N		360.245	C26H32O	360.541	CC12CCC3C(C1CCC2O)CC=C4C3(CCC(=C4)C5=CC=CC=C5)C=C	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC=C4[C@@]3(CCC(=C4)C5=CC=CC=C5)C=C	20.2	360.245	0	27	6	0	0	0	0	1	-1	"1\n5\n255"	"7  1  5\n2  28  6\n22  23  8\n22  24  8\n23  25  8\n24  26  8\n25  27  8\n26  27  8\n3  13  5\n4  29  5\n5  30  6\n9  17  5"	6.1
[H]C1=C([H])C2=C(C([H])=C([H])C(=N2)C([H])([H])[H])C(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])N(C([H])([H])C3=C([H])C4=C(OC([H])([H])C(=O)N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C3[H])C([H])([H])C2([H])[H])=C1[H]	44443096	44443096	1	700	6	0	9	AAADcfB7sAAAAAAAAAAAAAAAAAAAAAAAAAA8eLECAAAAAACx9AAAHgAAAAAADAzhngYyxvMIFACoAyVyVAKCiCAhIiAImCB/bJgOZuLEsZ+XOCjmxhnY6AeQ0KMOIAAAQgAKEABAAACEABQgAAAAAAAAAA==	4-butyl-6-[[4-[2-[(2-methyl-5-quinolyl)oxy]ethyl]piperazin-1-yl]methyl]-1,4-benzoxazin-3-one	4-butyl-6-[[4-[2-[(2-methyl-5-quinolinyl)oxy]ethyl]-1-piperazinyl]methyl]-1,4-benzoxazin-3-one	4-butyl-6-[[4-[2-(2-methylquinolin-5-yl)oxyethyl]piperazin-1-yl]methyl]-1,4-benzoxazin-3-one	4-butyl-6-[[4-[2-(2-methylquinolin-5-yl)oxyethyl]piperazin-1-yl]methyl]-1,4-benzoxazin-3-one	4-butyl-6-[[4-[2-[(2-methyl-5-quinolyl)oxy]ethyl]piperazino]methyl]-1,4-benzoxazin-3-one	InChI=1S/C29H36N4O3/c1-3-4-12-33-26-19-23(9-11-28(26)36-21-29(33)34)20-32-15-13-31(14-16-32)17-18-35-27-7-5-6-25-24(27)10-8-22(2)30-25/h5-11,19H,3-4,12-18,20-21H2,1-2H3	GHBSODKXXQMXAV-UHFFFAOYSA-N		488.279	C29H36N4O3	488.632	CCCCN1C(=O)COC2=C1C=C(C=C2)CN3CCN(CC3)CCOC4=CC=CC5=C4C=CC(=N5)C	CCCCN1C(=O)COC2=C1C=C(C=C2)CN3CCN(CC3)CCOC4=CC=CC5=C4C=CC(=N5)C	58.1	488.279	0	36	0	0	0	0	0	1	-1	"1\n5\n255"	"14  16  8\n14  18  8\n16  17  8\n17  19  8\n18  21  8\n19  21  8\n26  27  8\n26  29  8\n27  30  8\n27  31  8\n29  32  8\n30  33  8\n31  34  8\n32  33  8\n34  35  8\n7  30  8\n7  35  8"	4.3
[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])N1C(=O)C([H])([H])OC2=C1C([H])=C(C([H])=C2[H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])OC2=C([H])C([H])=C([H])C3=C2C([H])=C([H])C(=N3)C([H])([H])[H])C([H])([H])C1([H])[H]	44443098	44443098	1	783	6	0	8	AAADcfB/sAAAAAAAAAAAAAAAAAAAAAAAAAA8ePECAAAAAACx9AAAHgAAAAAADAzhngYyxvMIFACoAyVyVAKCiCAhIiAImCB/bJgOZuLEsZ+XOCjmxhnY6AeQ0KMOIAAAQgAKEABAAACEABQgAAAAAAAAAA==	4-benzyl-6-[[4-[2-[(2-methyl-5-quinolyl)oxy]ethyl]piperazin-1-yl]methyl]-1,4-benzoxazin-3-one	6-[[4-[2-[(2-methyl-5-quinolinyl)oxy]ethyl]-1-piperazinyl]methyl]-4-(phenylmethyl)-1,4-benzoxazin-3-one	4-benzyl-6-[[4-[2-(2-methylquinolin-5-yl)oxyethyl]piperazin-1-yl]methyl]-1,4-benzoxazin-3-one	6-[[4-[2-(2-methylquinolin-5-yl)oxyethyl]piperazin-1-yl]methyl]-4-(phenylmethyl)-1,4-benzoxazin-3-one	4-benzyl-6-[[4-[2-[(2-methyl-5-quinolyl)oxy]ethyl]piperazino]methyl]-1,4-benzoxazin-3-one	InChI=1S/C32H34N4O3/c1-24-10-12-27-28(33-24)8-5-9-30(27)38-19-18-34-14-16-35(17-15-34)21-26-11-13-31-29(20-26)36(32(37)23-39-31)22-25-6-3-2-4-7-25/h2-13,20H,14-19,21-23H2,1H3	IBOXMUIHNFMJTF-UHFFFAOYSA-N		522.263	C32H34N4O3	522.649	CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC5=C(C=C4)OCC(=O)N5CC6=CC=CC=C6	CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC5=C(C=C4)OCC(=O)N5CC6=CC=CC=C6	58.1	522.263	0	39	0	0	0	0	0	1	-1	"1\n5\n255"	"14  16  8\n14  18  8\n16  17  8\n17  19  8\n18  20  8\n19  20  8\n24  26  8\n24  27  8\n25  29  8\n25  30  8\n26  28  8\n26  31  8\n27  32  8\n28  33  8\n29  34  8\n30  35  8\n31  36  8\n32  33  8\n34  38  8\n35  38  8\n36  37  8\n7  28  8\n7  37  8"	4.5
[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])N1C(=O)C([H])([H])OC2=C1C([H])=C(C([H])=C2[H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])OC2=C([H])C([H])=C([H])C3=C2C([H])=C([H])C(=N3)C([H])([H])[H])C([H])([H])C1([H])[H]	44443101	44443101	1	799	6	0	9	AAADcfB/sAAAAAAAAAAAAAAAAAAAAAAAAAA8ePECAAAAAACx9AAAHgAAAAAADAzhngYyxvMIFACoAyVyVAKCiCAhIiAImCB/bJgOZuLEsZ+XOCjmxhnY6AeQ0KMOIAAAQgAKEABAAACEABQgAAAAAAAAAA==	6-[[4-[2-[(2-methyl-5-quinolyl)oxy]ethyl]piperazin-1-yl]methyl]-4-(2-phenylethyl)-1,4-benzoxazin-3-one	6-[[4-[2-[(2-methyl-5-quinolinyl)oxy]ethyl]-1-piperazinyl]methyl]-4-(2-phenylethyl)-1,4-benzoxazin-3-one	6-[[4-[2-(2-methylquinolin-5-yl)oxyethyl]piperazin-1-yl]methyl]-4-(2-phenylethyl)-1,4-benzoxazin-3-one	6-[[4-[2-(2-methylquinolin-5-yl)oxyethyl]piperazin-1-yl]methyl]-4-(2-phenylethyl)-1,4-benzoxazin-3-one	6-[[4-[2-[(2-methyl-5-quinolyl)oxy]ethyl]piperazino]methyl]-4-phenethyl-1,4-benzoxazin-3-one	InChI=1S/C33H36N4O3/c1-25-10-12-28-29(34-25)8-5-9-31(28)39-21-20-35-16-18-36(19-17-35)23-27-11-13-32-30(22-27)37(33(38)24-40-32)15-14-26-6-3-2-4-7-26/h2-13,22H,14-21,23-24H2,1H3	PNQPSLZAXAGIOD-UHFFFAOYSA-N		536.279	C33H36N4O3	536.676	CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC5=C(C=C4)OCC(=O)N5CCC6=CC=CC=C6	CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCN(CC3)CC4=CC5=C(C=C4)OCC(=O)N5CCC6=CC=CC=C6	58.1	536.279	0	40	0	0	0	0	0	1	-1	"1\n5\n255"	"14  16  8\n14  18  8\n16  17  8\n17  19  8\n18  20  8\n19  20  8\n25  27  8\n25  28  8\n26  30  8\n26  31  8\n27  29  8\n27  32  8\n28  33  8\n29  34  8\n30  35  8\n31  36  8\n32  37  8\n33  34  8\n35  39  8\n36  39  8\n37  38  8\n7  29  8\n7  38  8"	5
