CID,TID,score,score_note,score_type,error
4091,"P33260",,"","",""
4091,"P33261",,"","",""
4091,"P33316",,"","",""
4091,"P33402",,"","",""
4091,"P33527",,"","",""
4091,"P33765",,"","",""
4091,"P33908",,"","","no valid path was found"
4091,"P33981",,"","",""
4091,"P34903",,"","",""
4091,"P34913",,"","","no valid path was found"
4091,"P34947",,"","",""
4091,"P34949",,"","","no valid path was found"
4091,"P34969",,"","",""
4091,"P34972",,"","",""
4091,"P34981",,"","","no valid path was found"
4091,"P34995",,"","","no valid path was found"
4091,"P34998",,"","","no valid path was found"
4091,"P35030",,"","","no valid path was found"
4091,"P35218",,"","",""
4091,"P35219",,"","","no valid path was found"
4091,"P35222",,"","",""
4091,"P35228",,"","",""
4091,"P35236",,"","","no valid path was found"
4091,"P35346",,"","","no valid path was found"
4091,"P35348",,"","","no valid path was found"
4091,"P35354",,"","",""
4091,"P35367",,"","",""
4091,"P35368",,"","","no valid path was found"
4091,"P35372",,"","","target was not found"
4091,"P35398",,"","","target was not found"
4091,"P35408",,"","",""
4091,"P35462",,"","",""
4091,"P35498",,"","",""
4091,"P35499",,"","",""
4091,"P35557",,"","",""
4091,"P35558",,"","",""
4091,"P35573",,"","","no valid path was found"
4091,"P35575",,"","",""
4091,"P35590",,"","",""
4091,"P35610",,"","",""
4091,"P35626",,"","",""
4091,"P35790",,"","",""
4091,"P35813",,"","",""
4091,"P35869",,"","",""
4091,"P35913",,"","",""
4091,"P35916",,"","",""
4091,"P35968",,"","",""
4091,"P36402",,"","",""
4091,"P36507",,"","",""
4091,"P36537",,"","","no valid path was found"
4091,"P36544",,"","",""
4091,"P36873",,"","",""
4091,"P36888",,"","",""
4091,"P36894",,"","",""
4091,"P36896",,"","",""
4091,"P36897",,"","","target was not found"
4091,"P37023",,"","",""
4091,"P37058",,"","",""
4091,"P37059",,"","",""
4091,"P37088",,"","",""
4091,"P37173",,"","",""
4091,"P37231",,"","",""
4091,"P37268",,"","","target was not found"
4091,"P37288",,"","",""
4091,"P37840",,"","",""
4091,"P38398",,"","",""
4091,"P38435",,"","",""
4091,"P38484",,"","",""
4091,"P38571",,"","","no valid path was found"
4091,"P38936",,"","",""
4091,"P39086",,"","","target was not found"
4091,"P39656",,"","",""
4091,"P39748",,"","",""
4091,"P39877",,"","",""
4091,"P39900",,"","",""
4091,"P40145",,"","",""
4091,"P40238",,"","",""
4091,"P40313",,"","","no valid path was found"
4091,"P40394",,"","",""
4091,"P40424",,"","",""
4091,"P40763",,"","",""
4091,"P40925",,"","","target was not found"
4091,"P40926",,"","","target was not found"
4091,"P41134",,"","",""
4091,"P41143",,"","",""
4091,"P41145",,"","","target was not found"
4091,"P41146",,"","",""
4091,"P41180",,"","","no valid path was found"
4091,"P41231",,"","",""
4091,"P41235",,"","",""
4091,"P41240",,"","",""
4091,"P41252",,"","",""
4091,"P41279",,"","",""
4091,"P41439",,"","","no valid path was found"
4091,"P41440",,"","","target was not found"
4091,"P41586",,"","",""
4091,"P41587",,"","",""
4091,"P41594",,"","",""
4091,"P41595",,"","",""
4091,"P41597",,"","",""
4091,"P41743",,"","",""
4091,"P41968",,"","","no valid path was found"
4091,"P42224",,"","",""
4091,"P42226",,"","",""
4091,"P42229",,"","",""
4091,"P42261",,"","",""
4091,"P42262",,"","",""
4091,"P42263",,"","",""
4091,"P42330",,"","","target was not found"
4091,"P42336",,"","",""
4091,"P42338",,"","",""
4091,"P42345",,"","",""
4091,"P42356",,"","",""
4091,"P42357",,"","",""
4091,"P42574",,"","",""
4091,"P42575",,"","",""
4091,"P42679",,"","",""
4091,"P42680",,"","",""
4091,"P42681",,"","",""
4091,"P42684",,"","",""
4091,"P42685",,"","",""
4091,"P42785",,"","",""
4091,"P42858",,"","","no valid path was found"
4091,"P42892",,"","",""
4091,"P43003",,"","",""
4091,"P43004",,"","","no valid path was found"
4091,"P43005",,"","","no valid path was found"
4091,"P43007",,"","","no valid path was found"
4091,"P43088",,"","","no valid path was found"
4091,"P43115",,"","",""
4091,"P43116",,"","",""
4091,"P43119",,"","",""
4091,"P43155",,"","",""
4091,"P43166",,"","",""
4091,"P43220",,"","",""
4091,"P43234",,"","","no valid path was found"
4091,"P43235",,"","",""
4091,"P43250",,"","","no valid path was found"
4091,"P43353",,"","",""
4091,"P43354",,"","",""
4091,"P43378",,"","","no valid path was found"
4091,"P43403",,"","","target was not found"
4091,"P43405",,"","","target was not found"
4091,"P43681",,"","",""
4091,"P45452",,"","","no valid path was found"
4091,"P45880",,"","","no valid path was found"
4091,"P45974",,"","","no valid path was found"
4091,"P45983",,"","",""
4091,"P45984",,"","",""
4091,"P45985",,"","",""
4091,"P46019",,"","",""
4091,"P46020",,"","",""
4091,"P46059",,"","",""
4091,"P46094",,"","",""
4091,"P46098",,"","",""
4091,"P46108",,"","",""
4091,"P46439",,"","","no valid path was found"
4091,"P46663",,"","",""
4091,"P46734",,"","",""
4091,"P47211",,"","","no valid path was found"
4091,"P47712",,"","",""
4091,"P47775",,"","","target was not found"
4091,"P47869",,"","",""
4091,"P47870",,"","",""
4091,"P47871",,"","","no valid path was found"
4091,"P47872",,"","",""
4091,"P47895",,"","",""
4091,"P47897",,"","",""
4091,"P47898",,"","","no valid path was found"
4091,"P47900",,"","",""
4091,"P47901",,"","",""
4091,"P47929",,"","",""
4091,"P47989",,"","",""
4091,"P48023",,"","",""
4091,"P48039",,"","",""
4091,"P48052",,"","",""
4091,"P48058",,"","",""
4091,"P48065",,"","","no valid path was found"
4091,"P48066",,"","","no valid path was found"
4091,"P48067",,"","",""
4091,"P48147",,"","",""
4091,"P48163",,"","","target was not found"
4091,"P48169",,"","","target was not found"
4091,"P48357",,"","",""
4091,"P48443",,"","",""
4091,"P48448",,"","","no valid path was found"
4091,"P48449",,"","",""
4091,"P48454",,"","",""
4091,"P48506",,"","",""
4091,"P48546",,"","","no valid path was found"
4091,"P48547",,"","","no valid path was found"
4091,"P48551",,"","","target was not found"
4091,"P48664",,"","","target was not found"
4091,"P48729",,"","","target was not found"
4091,"P48730",,"","",""
4091,"P48736",,"","",""
4091,"P48764",,"","","no valid path was found"
4091,"P48775",,"","",""
4091,"P49005",,"","",""
4091,"P49019",,"","","no valid path was found"
4091,"P49023",,"","","target was not found"
4091,"P49116",,"","",""
4091,"P49137",,"","","no valid path was found"
4091,"P49146",,"","","target was not found"
4091,"P49189",,"","",""
4091,"P49221",,"","","no valid path was found"
4091,"P49238",,"","",""
4091,"P49286",,"","",""
4091,"P49327",,"","",""
4091,"P49336",,"","","target was not found"
4091,"P49354",,"","",""
4091,"P49356",,"","",""
4091,"P49366",,"","",""
4091,"P49588",,"","",""
4091,"P49619",,"","","no valid path was found"
4091,"P49639",,"","",""
4091,"P49641",,"","","target was not found"
4091,"P49662",,"","",""
4091,"P49674",,"","",""
4091,"P49682",,"","",""
4091,"P49721",,"","","no valid path was found"
4091,"P49759",,"","",""
4091,"P49760",,"","","target was not found"
4091,"P49761",,"","",""
4091,"P49768",,"","",""
4091,"P49773",,"","",""
4091,"P49810",,"","",""
4091,"P49840",,"","",""
4091,"P49841",,"","",""
4091,"P49862",,"","",""
4091,"P49863",,"","",""
4091,"P49888",,"","",""
4091,"P49895",,"","",""
4091,"P49915",,"","",""
4091,"P49961",,"","",""
4091,"P50052",,"","",""
4091,"P50120",,"","","target was not found"
4091,"P50135",,"","","no valid path was found"
4091,"P50281",,"","","target was not found"
4091,"P50391",,"","",""
4091,"P50406",,"","",""
4091,"P50454",,"","","target was not found"
4091,"P50570",,"","","target was not found"
4091,"P50579",,"","",""
4091,"P50591",,"","",""
4091,"P50613",,"","",""
4091,"P50750",,"","",""
4091,"P50993",,"","",""
4091,"P51160",,"","",""
4091,"P51164",,"","",""
4091,"P51178",,"","","no valid path was found"
4091,"P51451",,"","",""
4091,"P51452",,"","","no valid path was found"
4091,"P51511",,"","",""
4091,"P51512",,"","","no valid path was found"
4091,"P51575",,"","","no valid path was found"
4091,"P51580",,"","",""
4091,"P51582",,"","",""
4091,"P51589",,"","","no valid path was found"
4091,"P51617",,"","",""
4091,"P51649",,"","",""
4091,"P51659",,"","",""
4091,"P51677",,"","",""
4091,"P51679",,"","",""
4091,"P51681",,"","","no valid path was found"
4091,"P51684",,"","","no valid path was found"
4091,"P51685",,"","",""
4091,"P51686",,"","","no valid path was found"
4091,"P51692",,"","",""
4091,"P51787",,"","",""
4091,"P51812",,"","",""
4091,"P51813",,"","",""
4091,"P51817",,"","",""
4091,"P51828",,"","",""
4091,"P51878",,"","",""
4091,"P51946",,"","",""
4091,"P51948",,"","",""
4091,"P51955",,"","",""
4091,"P51956",,"","",""
4091,"P51957",,"","",""
4091,"P51970",,"","","no valid path was found"
4091,"P51993",,"","","target was not found"
4091,"P52209",,"","",""
4091,"P52333",,"","",""
4091,"P52429",,"","","no valid path was found"
4091,"P52564",,"","","no valid path was found"
4091,"P52655",,"","",""
4091,"P52657",,"","",""
4091,"P52732",,"","","no valid path was found"
4091,"P52757",,"","","no valid path was found"
4091,"P52788",,"","","no valid path was found"
4091,"P52789",,"","",""
4091,"P52790",,"","",""
4091,"P52895",,"","","target was not found"
4091,"P52961",,"","",""
4091,"P53350",,"","",""
4091,"P53355",,"","",""
4091,"P53396",,"","",""
4091,"P53582",,"","",""
4091,"P53602",,"","",""
4091,"P53609",,"","",""
4091,"P53611",,"","","no valid path was found"
4091,"P53634",,"","","target was not found"
4091,"P53667",,"","",""
4091,"P53671",,"","",""
4091,"P53778",,"","",""
4091,"P53779",,"","",""
4091,"P53985",,"","",""
4091,"P54098",,"","",""
4091,"P54136",,"","",""
4091,"P54219",,"","","no valid path was found"
4091,"P54289",,"","",""
4091,"P54577",,"","",""
4091,"P54619",,"","","target was not found"
4091,"P54646",,"","",""
4091,"P54687",,"","",""
4091,"P54707",,"","",""
4091,"P54709",,"","",""
4091,"P54710",,"","",""
4091,"P54750",,"","",""
4091,"P54753",,"","","no valid path was found"
4091,"P54756",,"","",""
4091,"P54760",,"","","target was not found"
4091,"P54762",,"","",""
4091,"P54764",,"","",""
4091,"P54819",,"","",""
4091,"P54855",,"","","no valid path was found"
4091,"P55017",,"","","target was not found"
4091,"P55055",,"","",""
4091,"P55058",,"","",""
4091,"P55072",,"","",""
4091,"P55073",,"","",""
4091,"P55085",,"","",""
4091,"P55087",,"","",""
4091,"P55157",,"","","no valid path was found"
4091,"P55210",,"","",""
4091,"P55211",,"","",""
4091,"P55212",,"","",""
4091,"P55263",,"","",""
4091,"P55786",,"","",""
4091,"P55899",,"","","no valid path was found"
4091,"P56192",,"","",""
4091,"P56199",,"","",""
4091,"P56373",,"","",""
4091,"P56524",,"","",""
4091,"P56556",,"","","no valid path was found"
4091,"P56597",,"","","target was not found"
4091,"P56696",,"","","no valid path was found"
4091,"P56703",,"","",""
4091,"P56817",,"","",""
4091,"P56937",,"","","no valid path was found"
4091,"P56945",,"","",""
4091,"P57059",,"","",""
4091,"P57078",,"","","target was not found"
4091,"P60033",,"","",""
4091,"P60174",,"","",""
4091,"P60568",,"","",""
4091,"P60763",,"","","target was not found"
4091,"P60891",,"","",""
4091,"P60953",,"","",""
4091,"P61073",,"","",""
4091,"P61088",,"","",""
4091,"P61160",,"","","no valid path was found"
4091,"P61586",,"","",""
4091,"P61964",,"","","no valid path was found"
4091,"P61978",,"","",""
4091,"P62136",,"","",""
4091,"P62140",,"","",""
4091,"P62158",,"","",""
4091,"P62330",,"","",""
4091,"P62508",,"","","no valid path was found"
4091,"P62714",,"","",""
4091,"P62805",,"","",""
4091,"P62937",,"","",""
4091,"P62942",,"","","target was not found"
4091,"P62993",,"","","target was not found"
4091,"P63000",,"","",""
4091,"P63092",,"","",""
4091,"P63096",,"","",""
4091,"P63098",,"","",""
4091,"P63151",,"","",""
4091,"P63316",,"","",""
4091,"P67775",,"","","target was not found"
4091,"P67870",,"","",""
4091,"P68106",,"","","no valid path was found"
4091,"P68366",,"","","no valid path was found"
4091,"P68371",,"","","no valid path was found"
4091,"P68400",,"","","target was not found"
4091,"P68402",,"","",""
4091,"P68871",,"","","no valid path was found"
4091,"P69905",,"","",""
4091,"P78325",,"","",""
4091,"P78329",,"","",""
4091,"P78334",,"","",""
4091,"P78352",,"","",""
4091,"P78356",,"","","no valid path was found"
4091,"P78362",,"","",""
4091,"P78368",,"","",""
4091,"P78396",,"","",""
4091,"P78417",,"","",""
4091,"P78527",,"","",""
4091,"P78536",,"","",""
4091,"P78545",,"","",""
4091,"P79483",,"","","target was not found"
4091,"P80192",,"","",""
4091,"P80365",,"","",""
4091,"P80370",,"","","no valid path was found"
4091,"P80404",,"","",""
4091,"P82980",,"","","target was not found"
4091,"P83111",,"","",""
4091,"P84077",,"","","no valid path was found"
4091,"P84085",,"","","no valid path was found"
4091,"P98077",,"","","target was not found"
4091,"P98161",,"","",""
4091,"P98170",,"","",""
4091,"P98174",,"","","no valid path was found"
4091,"Q00526",,"","",""
4091,"Q00532",,"","","no valid path was found"
4091,"Q00534",,"","",""
4091,"Q00535",,"","","target was not found"
4091,"Q00536",,"","",""
4091,"Q00537",,"","","no valid path was found"
4091,"Q00613",,"","",""
4091,"Q00653",,"","",""
4091,"Q00688",,"","",""
4091,"Q00722",,"","",""
4091,"Q00796",,"","",""
4091,"Q00975",,"","","no valid path was found"
4091,"Q00987",,"","","target was not found"
4091,"Q01064",,"","",""
4091,"Q01094",,"","",""
4091,"Q01118",,"","",""
4091,"Q01432",,"","","target was not found"
4091,"Q01433",,"","",""
4091,"Q01469",,"","",""
4091,"Q01650",,"","",""
4091,"Q01668",,"","",""
4091,"Q01718",,"","","no valid path was found"
4091,"Q01726",,"","",""
4091,"Q01813",,"","",""
4091,"Q01959",,"","",""
4091,"Q01970",,"","",""
4091,"Q02083",,"","","target was not found"
4091,"Q02108",,"","","no valid path was found"
4091,"Q02127",,"","","no valid path was found"
4091,"Q02153",,"","","target was not found"
4091,"Q02156",,"","",""
4091,"Q02218",,"","","no valid path was found"
4091,"Q02224",,"","",""
4091,"Q02241",,"","",""
4091,"Q02318",,"","","target was not found"
4091,"Q02643",,"","","target was not found"
4091,"Q02750",,"","",""
4091,"Q02763",,"","",""
4091,"Q02779",,"","",""
4091,"Q02790",,"","",""
4091,"Q02880",,"","",""
4091,"Q02928",,"","",""
4091,"Q03013",,"","","no valid path was found"
4091,"Q03181",,"","",""
4091,"Q03405",,"","",""
4091,"Q03431",,"","","target was not found"
4091,"Q04206",,"","",""
4091,"Q04609",,"","","no valid path was found"
4091,"Q04759",,"","",""
4091,"Q04760",,"","",""
4091,"Q04771",,"","",""
4091,"Q04828",,"","",""
4091,"Q04844",,"","",""
4091,"Q04912",,"","",""
4091,"Q05193",,"","",""
4091,"Q05209",,"","",""
4091,"Q05329",,"","",""
4091,"Q05397",,"","",""
4091,"Q05469",,"","",""
4091,"Q05513",,"","",""
4091,"Q05586",,"","",""
4091,"Q05655",,"","",""
4091,"Q05823",,"","","no valid path was found"
4091,"Q05901",,"","","target was not found"
4091,"Q05932",,"","","target was not found"
4091,"Q05940",,"","",""
4091,"Q06124",,"","",""
4091,"Q06187",,"","",""
4091,"Q06278",,"","",""
4091,"Q06418",,"","",""
4091,"Q06520",,"","",""
4091,"Q06830",,"","",""
4091,"Q07001",,"","",""
4091,"Q07002",,"","",""
4091,"Q07075",,"","",""
4091,"Q07343",,"","",""
4091,"Q07699",,"","","no valid path was found"
4091,"Q07812",,"","",""
4091,"Q07817",,"","","target was not found"
4091,"Q07820",,"","",""
4091,"Q07869",,"","",""
4091,"Q07912",,"","",""
4091,"Q07973",,"","","target was not found"
4091,"Q08188",,"","","no valid path was found"
4091,"Q08209",,"","",""
4091,"Q08257",,"","",""
4091,"Q08345",,"","",""
4091,"Q08462",,"","",""
4091,"Q08493",,"","",""
4091,"Q08499",,"","","target was not found"
4091,"Q08828",,"","",""
4091,"Q08881",,"","","no valid path was found"
4091,"Q09013",,"","",""
4091,"Q09428",,"","",""
4091,"Q09470",,"","",""
4091,"Q09472",,"","",""
4091,"Q11128",,"","","target was not found"
4091,"Q12778",,"","",""
4091,"Q12791",,"","",""
4091,"Q12794",,"","",""
4091,"Q12809",,"","",""
4091,"Q12840",,"","","no valid path was found"
4091,"Q12851",,"","",""
4091,"Q12866",,"","",""
4091,"Q12879",,"","",""
4091,"Q12882",,"","","no valid path was found"
4091,"Q12884",,"","",""
4091,"Q12891",,"","",""
4091,"Q12908",,"","",""
4091,"Q12913",,"","",""
4091,"Q12923",,"","",""
4091,"Q12931",,"","","target was not found"
4091,"Q12974",,"","","no valid path was found"
4091,"Q13002",,"","","no valid path was found"
4091,"Q13003",,"","",""
4091,"Q13043",,"","",""
4091,"Q13085",,"","",""
4091,"Q13093",,"","","no valid path was found"
4091,"Q13126",,"","","no valid path was found"
4091,"Q13131",,"","",""
4091,"Q13133",,"","",""
4091,"Q13153",,"","",""
4091,"Q13163",,"","",""
4091,"Q13164",,"","",""
4091,"Q13177",,"","",""
4091,"Q13188",,"","","no valid path was found"
4091,"Q13224",,"","","no valid path was found"
4091,"Q13231",,"","","no valid path was found"
4091,"Q13232",,"","",""
4091,"Q13233",,"","",""
4091,"Q13237",,"","",""
4091,"Q13255",,"","","no valid path was found"
4091,"Q13258",,"","","no valid path was found"
4091,"Q13285",,"","",""
4091,"Q13304",,"","","no valid path was found"
4091,"Q13310",,"","","no valid path was found"
4091,"Q13315",,"","",""
4091,"Q13324",,"","","no valid path was found"
4091,"Q13370",,"","","target was not found"
4091,"Q13393",,"","",""
4091,"Q13395",,"","","target was not found"
4091,"Q13404",,"","","no valid path was found"
4091,"Q13418",,"","",""
4091,"Q13443",,"","",""
4091,"Q13464",,"","",""
4091,"Q13469",,"","",""
4091,"Q13470",,"","","target was not found"
4091,"Q13477",,"","","no valid path was found"
4091,"Q13488",,"","",""
4091,"Q13489",,"","",""
4091,"Q13490",,"","",""
4091,"Q13509",,"","",""
